date,product_name,category,shelf_life_hours,day_of_week,weekend_flag,month,holiday_flag,promotion_flag,temperature_c,rainfall_mm,footfall,price,current_stock,produced_qty,qty_sold,waste_qty
2024-07-25,Pizza Slice,FastFood,24,3,0,7,0,0,11.8,0.0,336,5.0,48,109,105,4
2024-02-19,Salad,Healthy,24,0,0,2,0,0,17.6,6.7,381,5.5,86,75,75,0
2025-10-08,Chicken Roll,Snack,24,2,0,10,0,0,24.0,8.3,291,3.5,58,100,100,0
2024-07-09,Ice Cream,Dessert,72,1,0,7,0,0,-4.0,6.2,379,4.0,24,110,99,11
2024-03-21,Bread,Bakery,48,3,0,3,0,0,17.0,4.4,290,2.5,87,121,121,0
2024-10-28,Ice Cream,Dessert,72,0,0,10,0,0,20.3,5.2,364,4.0,17,129,111,18
2024-01-18,Salad,Healthy,24,3,0,1,0,1,18.2,7.8,402,5.5,60,107,107,0
2024-10-09,Sandwich,Bakery,48,2,0,10,0,1,28.9,5.7,452,4.5,69,118,111,7
2024-03-19,Sandwich,Bakery,48,1,0,3,1,0,28.0,4.9,521,4.5,31,126,126,0
2025-09-02,Salad,Healthy,24,1,0,9,0,0,13.8,1.3,373,5.5,19,83,62,21
2024-06-02,Pizza Slice,FastFood,24,6,1,6,0,0,16.4,9.7,429,5.0,11,117,116,1
2025-01-28,Burger,FastFood,24,1,0,1,0,0,8.6,0.0,271,6.0,40,125,125,0
2025-04-02,Salad,Healthy,24,2,0,4,1,0,11.7,4.3,375,5.5,118,135,111,24
2024-04-30,Salad,Healthy,24,1,0,4,0,1,26.2,1.9,273,5.5,82,94,94,0
2024-10-23,Pizza Slice,FastFood,24,2,0,10,0,0,13.7,4.0,396,5.0,108,127,127,0
2024-12-06,Sandwich,Bakery,48,4,0,12,0,0,18.3,5.8,323,4.5,106,108,108,0
2024-09-07,Pizza Slice,FastFood,24,5,1,9,0,0,25.3,0.7,520,5.0,72,153,135,18
2025-03-07,Pizza Slice,FastFood,24,4,0,3,0,0,15.5,0.3,356,5.0,97,116,108,8
2024-12-30,Salad,Healthy,24,0,0,12,0,0,16.5,4.0,333,5.5,110,101,77,24
2025-08-02,Bread,Bakery,48,5,1,8,0,0,16.7,2.5,381,2.5,104,160,159,1
2024-04-26,Salad,Healthy,24,4,0,4,0,0,15.8,7.4,331,5.5,50,80,80,0
2024-11-11,Coffee,Beverage,12,0,0,11,0,0,11.2,3.8,255,3.0,84,139,124,15
2024-05-11,Sandwich,Bakery,48,5,1,5,0,0,22.5,3.4,526,4.5,66,145,140,5
2024-04-21,Sandwich,Bakery,48,6,1,4,0,0,17.1,0.7,511,4.5,24,141,121,20
2024-10-29,Ice Cream,Dessert,72,1,0,10,0,0,17.9,5.6,492,4.0,64,132,132,0
2024-07-12,Ice Cream,Dessert,72,4,0,7,0,0,15.0,0.0,383,4.0,46,144,124,20
2025-04-15,Coffee,Beverage,12,1,0,4,0,1,11.9,8.7,277,3.0,24,142,141,1
2025-11-14,Burger,FastFood,24,4,0,11,0,1,16.1,0.0,504,6.0,97,150,140,10
2024-10-07,Pizza Slice,FastFood,24,0,0,10,0,0,4.9,1.6,321,5.0,77,102,102,0
2024-10-08,Chicken Roll,Snack,24,1,0,10,0,0,17.1,7.9,359,3.5,46,141,137,4
2024-03-12,Bread,Bakery,48,1,0,3,0,0,22.0,1.5,429,2.5,102,130,130,0
2025-05-06,Salad,Healthy,24,1,0,5,0,0,15.0,0.0,335,5.5,12,85,71,14
2025-02-16,Burger,FastFood,24,6,1,2,0,0,28.3,0.0,467,6.0,78,149,130,19
2024-08-29,Salad,Healthy,24,3,0,8,0,0,18.6,7.5,383,5.5,31,81,81,0
2024-09-27,Chicken Roll,Snack,24,4,0,9,0,0,13.2,1.1,287,3.5,62,123,123,0
2024-04-20,Bread,Bakery,48,5,1,4,0,0,22.4,4.3,503,2.5,40,157,157,0
2024-05-28,Sandwich,Bakery,48,1,0,5,0,0,16.8,2.7,247,4.5,45,102,94,8
2024-04-04,Burger,FastFood,24,3,0,4,0,0,17.4,9.4,293,6.0,27,81,81,0
2025-04-08,Salad,Healthy,24,1,0,4,0,0,25.3,6.0,351,5.5,72,101,93,8
2024-03-14,Salad,Healthy,24,3,0,3,0,0,9.8,6.9,309,5.5,54,57,57,0
2025-04-08,Burger,FastFood,24,1,0,4,0,0,27.4,2.2,393,6.0,69,94,84,10
2025-09-05,Sandwich,Bakery,48,4,0,9,0,1,20.3,5.0,277,4.5,68,107,106,1
2024-09-15,Burger,FastFood,24,6,1,9,0,0,16.8,3.9,419,6.0,34,162,140,22
2025-01-12,Pizza Slice,FastFood,24,6,1,1,0,0,8.9,6.6,558,5.0,35,143,139,4
2025-10-10,Salad,Healthy,24,4,0,10,0,0,11.1,3.0,293,5.5,107,68,68,0
2025-05-22,Pizza Slice,FastFood,24,3,0,5,1,0,25.4,4.2,451,5.0,84,122,122,0
2024-04-06,Chicken Roll,Snack,24,5,1,4,0,0,12.1,0.0,636,3.5,27,163,152,11
2024-10-13,Sandwich,Bakery,48,6,1,10,0,0,11.5,5.7,455,4.5,30,101,98,3
2024-09-16,Coffee,Beverage,12,0,0,9,0,0,11.0,7.1,310,3.0,74,135,113,22
2024-09-13,Bread,Bakery,48,4,0,9,0,0,18.6,0.0,375,2.5,74,154,137,17
2025-03-30,Chicken Roll,Snack,24,6,1,3,0,1,31.6,3.4,479,3.5,60,149,149,0
2025-10-26,Bread,Bakery,48,6,1,10,0,0,28.0,3.3,447,2.5,32,137,137,0
2024-10-02,Bread,Bakery,48,2,0,10,0,0,6.4,10.5,415,2.5,26,159,139,20
2024-01-14,Sandwich,Bakery,48,6,1,1,0,0,15.7,4.8,403,4.5,77,117,116,1
2024-12-15,Bread,Bakery,48,6,1,12,0,1,14.9,1.4,475,2.5,49,156,151,5
2025-11-01,Pizza Slice,FastFood,24,5,1,11,0,0,31.4,0.0,451,5.0,113,129,129,0
2024-08-25,Salad,Healthy,24,6,1,8,0,0,16.6,8.9,505,5.5,78,109,109,0
2024-02-15,Burger,FastFood,24,3,0,2,0,0,10.1,11.0,405,6.0,72,105,81,24
2024-03-24,Salad,Healthy,24,6,1,3,0,0,20.7,9.2,475,5.5,101,90,90,0
2024-03-10,Ice Cream,Dessert,72,6,1,3,0,1,18.3,2.3,370,4.0,113,152,143,9
2024-10-05,Pizza Slice,FastFood,24,5,1,10,0,1,13.2,1.3,491,5.0,13,139,139,0
2025-10-08,Ice Cream,Dessert,72,2,0,10,0,0,12.3,0.0,226,4.0,94,122,114,8
2025-04-07,Sandwich,Bakery,48,0,0,4,0,0,9.2,0.0,306,4.5,33,98,98,0
2025-09-28,Pizza Slice,FastFood,24,6,1,9,0,1,15.8,2.1,535,5.0,84,168,147,21
2024-10-30,Ice Cream,Dessert,72,2,0,10,0,1,22.5,1.1,318,4.0,34,151,151,0
2024-08-09,Ice Cream,Dessert,72,4,0,8,0,0,24.0,1.3,379,4.0,98,164,163,1
2025-11-02,Bread,Bakery,48,6,1,11,0,0,27.2,0.7,582,2.5,83,173,163,10
2024-10-14,Sandwich,Bakery,48,0,0,10,0,1,9.4,0.0,454,4.5,91,141,128,13
2025-03-02,Bread,Bakery,48,6,1,3,0,1,14.8,6.7,485,2.5,40,165,165,0
2025-04-04,Sandwich,Bakery,48,4,0,4,0,0,24.2,3.8,363,4.5,117,124,116,8
2024-06-25,Coffee,Beverage,12,1,0,6,0,0,11.1,0.0,286,3.0,117,138,138,0
2024-07-16,Chicken Roll,Snack,24,1,0,7,0,0,13.2,1.3,350,3.5,17,121,116,5
2025-07-26,Pizza Slice,FastFood,24,5,1,7,1,0,15.9,2.8,580,5.0,16,190,166,24
2025-06-01,Bread,Bakery,48,6,1,6,1,0,18.5,0.0,569,2.5,74,188,188,0
2024-12-11,Sandwich,Bakery,48,2,0,12,0,0,18.4,6.7,332,4.5,10,105,99,6
2025-07-27,Salad,Healthy,24,6,1,7,0,1,12.2,0.3,494,5.5,11,119,119,0
2024-10-20,Bread,Bakery,48,6,1,10,0,0,13.7,6.7,595,2.5,75,180,164,16
2025-04-03,Ice Cream,Dessert,72,3,0,4,0,0,26.4,0.0,412,4.0,57,152,141,11
2024-01-12,Sandwich,Bakery,48,4,0,1,0,0,21.8,0.0,436,4.5,87,102,102,0
2025-07-08,Pizza Slice,FastFood,24,1,0,7,1,0,15.4,2.0,451,5.0,71,157,157,0
2025-04-01,Ice Cream,Dessert,72,1,0,4,0,1,10.8,2.3,385,4.0,78,148,129,19
2025-03-25,Sandwich,Bakery,48,1,0,3,0,1,5.1,0.0,325,4.5,95,113,90,23
2025-03-10,Chicken Roll,Snack,24,0,0,3,0,1,19.5,0.0,460,3.5,59,167,159,8
2024-09-14,Sandwich,Bakery,48,5,1,9,0,0,32.0,7.7,367,4.5,15,137,118,19
2024-07-15,Chicken Roll,Snack,24,0,0,7,0,1,17.0,1.3,339,3.5,88,141,123,18
2024-10-18,Ice Cream,Dessert,72,4,0,10,0,0,17.9,2.9,292,4.0,16,132,126,6
2025-09-24,Burger,FastFood,24,2,0,9,0,0,22.1,5.4,307,6.0,15,124,119,5
2024-07-08,Chicken Roll,Snack,24,0,0,7,1,0,16.7,4.3,566,3.5,77,146,146,0
2025-07-31,Bread,Bakery,48,3,0,7,0,1,21.3,7.9,361,2.5,21,138,136,2
2025-07-23,Coffee,Beverage,12,2,0,7,0,0,23.1,6.4,307,3.0,16,147,147,0
2024-04-20,Salad,Healthy,24,5,1,4,0,0,19.6,0.0,502,5.5,19,127,110,17
2024-05-10,Ice Cream,Dessert,72,4,0,5,0,0,25.0,4.3,370,4.0,111,175,153,22
2025-07-21,Salad,Healthy,24,0,0,7,0,1,26.8,7.5,356,5.5,64,91,91,0
2025-01-17,Pizza Slice,FastFood,24,4,0,1,0,0,9.4,11.2,415,5.0,50,120,113,7
2024-05-12,Salad,Healthy,24,6,1,5,0,0,17.5,7.8,391,5.5,14,108,96,12
2024-03-21,Salad,Healthy,24,3,0,3,0,1,19.6,4.3,291,5.5,67,102,102,0
2025-07-21,Chicken Roll,Snack,24,0,0,7,0,0,4.3,5.3,342,3.5,74,102,102,0
2024-01-17,Salad,Healthy,24,2,0,1,0,0,22.6,1.2,275,5.5,109,73,64,9
2024-12-14,Sandwich,Bakery,48,5,1,12,1,0,15.9,5.8,540,4.5,113,145,145,0
2024-03-05,Chicken Roll,Snack,24,1,0,3,0,0,20.9,8.2,386,3.5,96,107,98,9
2025-01-30,Chicken Roll,Snack,24,3,0,1,0,0,19.3,1.9,325,3.5,27,114,114,0
2025-03-31,Ice Cream,Dessert,72,0,0,3,1,0,19.3,4.6,368,4.0,42,124,124,0
2025-10-25,Chicken Roll,Snack,24,5,1,10,0,0,20.0,3.0,446,3.5,48,124,124,0
2024-07-10,Burger,FastFood,24,2,0,7,0,0,24.1,1.9,452,6.0,105,100,100,0
2024-08-05,Salad,Healthy,24,0,0,8,0,0,16.4,0.0,357,5.5,24,107,85,22
2025-03-03,Burger,FastFood,24,0,0,3,0,0,30.7,0.0,309,6.0,14,78,78,0
2025-06-18,Coffee,Beverage,12,2,0,6,0,1,13.9,3.8,383,3.0,96,140,138,2
2024-12-08,Chicken Roll,Snack,24,6,1,12,1,1,17.1,4.4,637,3.5,40,193,193,0
2025-09-24,Bread,Bakery,48,2,0,9,0,0,15.1,11.2,325,2.5,101,151,130,21
2024-06-17,Pizza Slice,FastFood,24,0,0,6,0,0,15.0,5.5,375,5.0,61,81,81,0
2024-10-14,Burger,FastFood,24,0,0,10,0,0,13.2,7.6,320,6.0,81,107,107,0
2024-08-13,Bread,Bakery,48,1,0,8,0,0,9.5,4.0,374,2.5,30,139,139,0
2025-05-09,Salad,Healthy,24,4,0,5,0,0,20.5,0.0,330,5.5,74,88,76,12
2024-12-21,Pizza Slice,FastFood,24,5,1,12,0,0,13.8,4.5,548,5.0,113,113,112,1
2025-03-28,Salad,Healthy,24,4,0,3,0,0,33.3,5.1,373,5.5,88,60,57,3
2025-07-07,Coffee,Beverage,12,0,0,7,0,0,19.2,0.0,308,3.0,85,113,111,2
2024-10-25,Burger,FastFood,24,4,0,10,0,0,19.2,2.8,281,6.0,102,121,99,22
2024-01-10,Coffee,Beverage,12,2,0,1,0,0,20.7,6.7,333,3.0,109,129,129,0
2024-08-29,Ice Cream,Dessert,72,3,0,8,0,1,23.3,3.8,323,4.0,99,153,141,12
2025-01-01,Pizza Slice,FastFood,24,2,0,1,0,0,28.1,2.2,499,5.0,59,116,100,16
2024-11-10,Pizza Slice,FastFood,24,6,1,11,0,0,22.4,4.6,503,5.0,44,144,144,0
2024-07-16,Burger,FastFood,24,1,0,7,0,0,33.2,7.2,411,6.0,38,141,126,15
2025-07-06,Sandwich,Bakery,48,6,1,7,0,0,13.4,2.6,555,4.5,112,132,126,6
2025-02-05,Bread,Bakery,48,2,0,2,0,0,18.4,1.4,424,2.5,78,134,134,0
2024-08-30,Bread,Bakery,48,4,0,8,0,0,28.9,4.0,373,2.5,112,135,135,0
2024-04-21,Coffee,Beverage,12,6,1,4,0,0,15.2,6.3,557,3.0,87,175,168,7
2024-12-01,Burger,FastFood,24,6,1,12,0,0,15.8,6.1,527,6.0,109,151,136,15
2025-11-14,Salad,Healthy,24,4,0,11,1,0,12.8,0.0,422,5.5,100,107,107,0
2025-10-31,Coffee,Beverage,12,4,0,10,0,0,26.3,3.5,415,3.0,41,150,150,0
2024-12-15,Burger,FastFood,24,6,1,12,0,0,25.7,8.5,467,6.0,82,151,146,5
2024-04-24,Salad,Healthy,24,2,0,4,0,0,31.7,4.3,401,5.5,103,88,85,3
2025-07-03,Coffee,Beverage,12,3,0,7,0,0,22.6,7.5,332,3.0,24,157,135,22
2025-12-18,Ice Cream,Dessert,72,3,0,12,1,1,6.0,7.2,432,4.0,28,147,137,10
2025-07-18,Sandwich,Bakery,48,4,0,7,0,1,22.8,5.2,307,4.5,17,102,102,0
2025-09-23,Sandwich,Bakery,48,1,0,9,1,0,20.2,6.4,354,4.5,91,95,95,0
2024-04-21,Ice Cream,Dessert,72,6,1,4,0,0,6.1,4.8,321,4.0,109,87,87,0
2024-02-11,Chicken Roll,Snack,24,6,1,2,0,0,15.8,5.2,498,3.5,38,165,141,24
2024-09-02,Chicken Roll,Snack,24,0,0,9,0,0,27.6,6.1,312,3.5,82,109,103,6
2025-05-27,Coffee,Beverage,12,1,0,5,0,0,14.6,3.0,353,3.0,117,148,127,21
2024-08-10,Chicken Roll,Snack,24,5,1,8,0,0,13.9,8.9,536,3.5,70,156,156,0
2025-09-16,Coffee,Beverage,12,1,0,9,0,0,22.5,0.0,338,3.0,66,155,138,17
2024-11-03,Salad,Healthy,24,6,1,11,0,1,18.1,6.2,435,5.5,76,123,100,23
2025-01-26,Coffee,Beverage,12,6,1,1,0,0,25.0,1.2,423,3.0,90,177,162,15
2025-11-23,Burger,FastFood,24,6,1,11,0,0,17.0,1.4,420,6.0,119,140,140,0
2025-02-08,Coffee,Beverage,12,5,1,2,0,0,13.8,8.8,476,3.0,77,150,144,6
2024-02-01,Sandwich,Bakery,48,3,0,2,0,0,31.2,0.0,356,4.5,18,137,119,18
2024-08-15,Chicken Roll,Snack,24,3,0,8,0,0,7.4,0.0,318,3.5,115,119,119,0
2024-03-14,Ice Cream,Dessert,72,3,0,3,0,1,21.5,0.8,231,4.0,79,129,129,0
2024-07-20,Salad,Healthy,24,5,1,7,0,0,24.1,7.0,475,5.5,50,94,94,0
2025-05-30,Pizza Slice,FastFood,24,4,0,5,0,0,19.8,7.9,289,5.0,108,96,89,7
2024-04-14,Sandwich,Bakery,48,6,1,4,1,0,18.4,1.2,510,4.5,119,175,161,14
2024-07-18,Bread,Bakery,48,3,0,7,0,0,16.0,2.7,337,2.5,78,124,124,0
2024-08-15,Chicken Roll,Snack,24,3,0,8,0,0,19.2,11.3,431,3.5,46,127,114,13
2025-08-03,Coffee,Beverage,12,6,1,8,0,0,11.9,1.0,489,3.0,12,192,179,13
2024-01-22,Ice Cream,Dessert,72,0,0,1,0,0,22.5,0.0,273,4.0,99,133,128,5
2025-10-24,Pizza Slice,FastFood,24,4,0,10,0,0,25.8,7.4,456,5.0,43,103,103,0
2024-12-30,Chicken Roll,Snack,24,0,0,12,0,0,8.2,2.8,299,3.5,36,125,125,0
2025-01-06,Sandwich,Bakery,48,0,0,1,0,0,29.7,2.3,313,4.5,97,113,100,13
2024-04-11,Sandwich,Bakery,48,3,0,4,0,0,22.9,0.0,333,4.5,46,95,95,0
2024-10-18,Salad,Healthy,24,4,0,10,0,1,21.3,0.0,359,5.5,26,86,82,4
2025-07-06,Salad,Healthy,24,6,1,7,0,0,17.6,2.0,451,5.5,118,94,91,3
2025-09-21,Coffee,Beverage,12,6,1,9,0,0,22.4,3.9,394,3.0,69,143,143,0
2024-02-18,Salad,Healthy,24,6,1,2,0,1,19.5,8.8,632,5.5,39,131,114,17
2024-09-07,Salad,Healthy,24,5,1,9,0,0,8.9,0.0,365,5.5,103,111,100,11
2025-05-17,Burger,FastFood,24,5,1,5,0,1,0.7,5.0,561,6.0,30,172,159,13
2025-06-16,Sandwich,Bakery,48,0,0,6,0,0,18.6,0.2,506,4.5,93,126,126,0
2025-02-04,Salad,Healthy,24,1,0,2,0,0,25.8,3.0,340,5.5,18,88,73,15
2025-03-25,Bread,Bakery,48,1,0,3,0,0,3.8,8.7,343,2.5,59,149,149,0
2025-01-14,Sandwich,Bakery,48,1,0,1,0,0,15.7,5.3,366,4.5,65,121,111,10
2024-11-15,Bread,Bakery,48,4,0,11,0,0,0.9,3.0,315,2.5,24,139,126,13
2025-05-16,Coffee,Beverage,12,4,0,5,0,1,4.6,0.0,403,3.0,100,141,133,8
2025-10-18,Chicken Roll,Snack,24,5,1,10,0,0,12.6,3.4,417,3.5,14,121,121,0
2025-01-15,Ice Cream,Dessert,72,2,0,1,0,0,11.7,0.0,260,4.0,86,103,103,0
2025-09-26,Coffee,Beverage,12,4,0,9,0,1,7.5,6.4,451,3.0,65,167,160,7
2024-11-03,Ice Cream,Dessert,72,6,1,11,1,0,15.1,0.0,595,4.0,58,186,186,0
2025-06-17,Coffee,Beverage,12,1,0,6,0,0,21.7,0.0,352,3.0,63,138,114,24
2025-01-16,Chicken Roll,Snack,24,3,0,1,0,0,25.3,0.2,425,3.5,23,144,125,19
2024-02-02,Pizza Slice,FastFood,24,4,0,2,1,0,36.8,0.4,506,5.0,29,141,141,0
2025-01-10,Burger,FastFood,24,4,0,1,0,1,21.0,7.7,380,6.0,39,123,123,0
2024-08-23,Coffee,Beverage,12,4,0,8,0,0,20.7,0.0,385,3.0,112,147,143,4
2025-12-22,Sandwich,Bakery,48,0,0,12,0,0,14.2,0.9,298,4.5,10,103,81,22
2024-08-18,Chicken Roll,Snack,24,6,1,8,0,0,13.1,8.3,449,3.5,13,168,161,7
2024-09-21,Bread,Bakery,48,5,1,9,0,0,16.2,4.0,413,2.5,70,177,153,24
2025-08-01,Ice Cream,Dessert,72,4,0,8,0,0,12.0,9.1,377,4.0,57,103,93,10
2024-07-09,Coffee,Beverage,12,1,0,7,0,1,26.6,0.0,417,3.0,37,174,174,0
2025-02-08,Chicken Roll,Snack,24,5,1,2,0,1,24.4,0.0,424,3.5,28,151,141,10
2024-12-13,Ice Cream,Dessert,72,4,0,12,0,0,9.2,1.4,286,4.0,69,112,93,19
2024-06-21,Coffee,Beverage,12,4,0,6,1,0,16.9,1.4,344,3.0,75,155,151,4
2025-03-12,Salad,Healthy,24,2,0,3,0,0,13.3,2.0,455,5.5,109,84,84,0
2024-05-21,Pizza Slice,FastFood,24,1,0,5,0,0,21.9,4.1,213,5.0,61,94,92,2
2025-12-19,Burger,FastFood,24,4,0,12,0,1,15.4,7.2,325,6.0,78,139,124,15
2024-08-12,Ice Cream,Dessert,72,0,0,8,0,0,13.9,5.8,243,4.0,15,74,74,0
2025-05-24,Sandwich,Bakery,48,5,1,5,0,0,19.0,5.3,527,4.5,88,155,136,19
2024-06-20,Coffee,Beverage,12,3,0,6,0,0,17.5,0.0,247,3.0,24,128,128,0
2025-03-16,Bread,Bakery,48,6,1,3,0,0,19.5,0.0,480,2.5,67,185,170,15
2025-08-26,Burger,FastFood,24,1,0,8,0,0,4.0,0.0,323,6.0,65,112,112,0
2024-06-11,Sandwich,Bakery,48,1,0,6,0,1,14.4,0.0,413,4.5,118,123,123,0
2024-08-08,Ice Cream,Dessert,72,3,0,8,0,1,15.0,7.2,357,4.0,79,124,124,0
2024-08-31,Salad,Healthy,24,5,1,8,0,0,38.4,4.9,471,5.5,112,121,118,3
2024-02-21,Ice Cream,Dessert,72,2,0,2,0,0,21.0,6.5,324,4.0,21,118,118,0
2024-01-06,Burger,FastFood,24,5,1,1,0,0,24.7,4.9,410,6.0,81,104,104,0
2024-05-17,Burger,FastFood,24,4,0,5,0,0,14.6,0.0,314,6.0,32,113,109,4
2024-05-13,Coffee,Beverage,12,0,0,5,0,1,25.4,6.8,279,3.0,25,156,155,1
2024-09-02,Sandwich,Bakery,48,0,0,9,0,0,17.8,3.7,344,4.5,60,92,92,0
2024-08-13,Chicken Roll,Snack,24,1,0,8,0,0,11.2,5.3,368,3.5,103,121,119,2
2025-12-28,Bread,Bakery,48,6,1,12,0,0,11.0,7.6,584,2.5,22,179,166,13
2025-09-24,Burger,FastFood,24,2,0,9,0,0,22.4,6.5,353,6.0,74,109,103,6
2025-02-21,Burger,FastFood,24,4,0,2,1,1,14.1,3.7,470,6.0,64,158,158,0
2024-02-11,Coffee,Beverage,12,6,1,2,0,0,23.2,4.4,423,3.0,77,139,139,0
2024-08-08,Sandwich,Bakery,48,3,0,8,0,0,26.0,6.3,333,4.5,99,91,91,0
2024-05-16,Salad,Healthy,24,3,0,5,0,0,10.0,6.8,381,5.5,67,103,83,20
2024-10-17,Ice Cream,Dessert,72,3,0,10,0,0,19.6,2.7,316,4.0,113,110,109,1
2025-12-05,Coffee,Beverage,12,4,0,12,0,1,10.5,0.0,316,3.0,18,153,153,0
2024-06-20,Burger,FastFood,24,3,0,6,0,0,11.5,0.5,435,6.0,75,100,100,0
2025-07-24,Coffee,Beverage,12,3,0,7,0,0,10.7,0.0,258,3.0,11,120,116,4
2025-08-02,Bread,Bakery,48,5,1,8,0,0,20.5,4.6,540,2.5,45,157,157,0
2024-12-26,Burger,FastFood,24,3,0,12,0,0,14.5,4.9,372,6.0,73,85,85,0
2024-01-17,Sandwich,Bakery,48,2,0,1,0,1,25.1,8.2,303,4.5,80,150,128,22
2024-06-09,Pizza Slice,FastFood,24,6,1,6,0,0,10.4,14.2,440,5.0,117,116,98,18
2024-12-02,Salad,Healthy,24,0,0,12,0,0,19.0,4.8,390,5.5,62,92,92,0
2024-10-19,Burger,FastFood,24,5,1,10,0,0,16.5,10.5,402,6.0,78,115,115,0
2024-02-28,Sandwich,Bakery,48,2,0,2,0,0,15.5,1.3,385,4.5,113,131,122,9
2025-08-11,Bread,Bakery,48,0,0,8,0,0,17.3,4.1,380,2.5,82,154,135,19
2025-12-22,Burger,FastFood,24,0,0,12,0,0,26.0,4.8,434,6.0,53,128,112,16
2024-01-28,Pizza Slice,FastFood,24,6,1,1,0,0,26.4,1.9,547,5.0,33,126,125,1
2024-08-13,Pizza Slice,FastFood,24,1,0,8,0,0,9.7,2.2,261,5.0,112,102,102,0
2024-03-05,Coffee,Beverage,12,1,0,3,0,1,8.8,4.2,293,3.0,103,159,156,3
2024-07-10,Sandwich,Bakery,48,2,0,7,1,0,26.9,7.4,511,4.5,113,130,125,5
2024-05-07,Sandwich,Bakery,48,1,0,5,0,0,27.8,4.0,406,4.5,91,101,81,20
2025-06-14,Sandwich,Bakery,48,5,1,6,0,0,18.5,0.6,516,4.5,35,137,125,12
2025-07-29,Pizza Slice,FastFood,24,1,0,7,0,0,25.7,3.7,318,5.0,28,110,110,0
2024-11-13,Coffee,Beverage,12,2,0,11,0,0,20.1,2.0,256,3.0,112,107,107,0
2025-12-20,Burger,FastFood,24,5,1,12,1,0,20.4,5.4,533,6.0,110,167,166,1
2024-04-01,Burger,FastFood,24,0,0,4,0,1,29.7,8.5,344,6.0,34,125,120,5
2025-04-06,Ice Cream,Dessert,72,6,1,4,0,0,12.7,0.0,461,4.0,25,153,142,11
2025-07-16,Sandwich,Bakery,48,2,0,7,0,0,12.0,3.8,400,4.5,119,123,105,18
2024-03-18,Burger,FastFood,24,0,0,3,0,0,20.2,0.3,252,6.0,19,127,114,13
2024-10-20,Chicken Roll,Snack,24,6,1,10,0,0,15.3,3.0,448,3.5,12,128,128,0
2024-10-17,Chicken Roll,Snack,24,3,0,10,0,0,8.4,0.2,366,3.5,35,132,132,0
2025-10-08,Bread,Bakery,48,2,0,10,0,0,28.4,0.0,355,2.5,72,139,139,0
2024-07-20,Sandwich,Bakery,48,5,1,7,0,0,-3.1,9.3,517,4.5,43,150,150,0
2024-12-01,Sandwich,Bakery,48,6,1,12,0,0,7.0,1.8,493,4.5,38,138,125,13
2024-10-05,Sandwich,Bakery,48,5,1,10,0,0,18.7,0.0,370,4.5,82,138,117,21
2025-06-03,Coffee,Beverage,12,1,0,6,0,0,16.2,1.0,353,3.0,67,152,140,12
2025-05-07,Ice Cream,Dessert,72,2,0,5,0,0,18.3,7.9,315,4.0,97,137,124,13
2025-09-15,Salad,Healthy,24,0,0,9,0,1,3.5,0.0,350,5.5,107,111,96,15
2025-12-10,Ice Cream,Dessert,72,2,0,12,0,0,25.0,6.5,142,4.0,72,115,115,0
2025-04-07,Salad,Healthy,24,0,0,4,1,0,15.8,5.6,366,5.5,73,90,90,0
2024-09-07,Sandwich,Bakery,48,5,1,9,0,1,16.0,7.1,472,4.5,105,140,125,15
2024-06-13,Bread,Bakery,48,3,0,6,0,0,6.9,4.5,325,2.5,77,122,122,0
2024-02-16,Salad,Healthy,24,4,0,2,0,1,15.3,2.2,426,5.5,105,117,117,0
2025-03-01,Ice Cream,Dessert,72,5,1,3,1,0,11.9,5.8,537,4.0,111,154,154,0
2024-02-12,Burger,FastFood,24,0,0,2,0,1,27.4,2.9,329,6.0,115,112,112,0
2024-01-31,Coffee,Beverage,12,2,0,1,0,0,12.3,9.1,408,3.0,12,143,143,0
2024-03-05,Sandwich,Bakery,48,1,0,3,0,0,20.3,0.4,308,4.5,27,107,84,23
2025-06-28,Chicken Roll,Snack,24,5,1,6,0,0,24.1,7.3,419,3.5,93,128,128,0
2025-01-09,Bread,Bakery,48,3,0,1,0,0,24.2,0.0,353,2.5,110,141,132,9
2025-01-02,Ice Cream,Dessert,72,3,0,1,0,0,24.2,2.0,313,4.0,47,107,107,0
2025-11-18,Sandwich,Bakery,48,1,0,11,0,0,14.8,6.4,339,4.5,60,100,98,2
2025-02-17,Pizza Slice,FastFood,24,0,0,2,0,1,28.9,0.0,346,5.0,119,120,101,19
2024-04-27,Pizza Slice,FastFood,24,5,1,4,0,0,20.9,0.0,493,5.0,98,146,130,16
2025-08-22,Chicken Roll,Snack,24,4,0,8,0,1,17.7,3.7,363,3.5,80,155,134,21
2025-12-27,Sandwich,Bakery,48,5,1,12,1,0,22.8,1.4,400,4.5,52,144,144,0
2025-12-03,Coffee,Beverage,12,2,0,12,0,1,24.4,7.8,311,3.0,85,152,152,0
2024-03-26,Bread,Bakery,48,1,0,3,0,0,16.3,6.8,351,2.5,67,143,119,24
2024-08-01,Sandwich,Bakery,48,3,0,8,0,0,12.8,4.2,367,4.5,117,98,97,1
2025-02-25,Chicken Roll,Snack,24,1,0,2,0,0,22.3,4.9,372,3.5,107,117,117,0
2025-02-20,Sandwich,Bakery,48,3,0,2,0,0,23.3,0.6,415,4.5,99,131,107,24
2024-09-14,Chicken Roll,Snack,24,5,1,9,0,1,21.9,1.3,484,3.5,58,167,148,19
